provider_name,alias,provider_id,provider_type,country,source_file,provided_name,provided_id,share_provided,year,source
Various countries,,P5,,Unknown,provision.csv,Inspection tools (adv. pkg.),N63,0.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Various countries,,P5,,Unknown,provision.csv,"Film, stack, and shape metrology tools",N65,0.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Various countries,,P5,,Unknown,provision.csv,Critical dimensions metrology tools,N66,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Various countries,,P5,,Unknown,provision.csv,Defect inspection tools,N67,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Various countries,,P5,,Unknown,provision.csv,Assembly inspection tools,N70,1.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Various countries,,P5,,Unknown,provision.csv,Dicing tools,N71,1.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Various countries,,P5,,Unknown,provision.csv,Bonding tools,N72,1.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Various countries,,P5,,Unknown,provision.csv,Die attaching tools,N73,0.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Various countries,,P5,,Unknown,provision.csv,Wire bonding tools,N74,1.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Various countries,,P5,,Unknown,provision.csv,Other interconnect tools,N75,1.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Various countries,,P5,,Unknown,provision.csv,Packaging tools,N76,3.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Various countries,,P5,,Unknown,provision.csv,Memory test tools,N79,0.1,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Various countries,,P5,,Unknown,provision.csv,SoC test tools,N80,0.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Various countries,,P5,,Unknown,provision.csv,Burn-in test tools,N81,1.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Various countries,,P5,,Unknown,provision.csv,Linear and discrete testing tools,N82,1.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Various countries,,P5,,Unknown,provision.csv,Handlers and probers,N83,2.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
Various countries,,P5,,Unknown,provision.csv,Crystal machining tools,N9,0.2,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Veeco,,P121,,Unknown,provision.csv,i-line lithography tools,N106,4.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Veeco,,P121,,Unknown,provision.csv,Single wafer spin & spray systems (adv. pkg.),N125,11.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Veeco,,P121,,Unknown,provision.csv,Etch and clean tools (adv. pkg.),N129,3.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Veeco,,P121,,Unknown,provision.csv,Other deposition tools (non-IC),N138,7.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Veeco,,P121,,Unknown,provision.csv,Deposition tools,N36,1.3,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Veeco,,P121,,Unknown,provision.csv,Rapid thermal processing tools,N43,14.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Vermes,,P385,,Unknown,provision.csv,Other interconnect tools,N75,1.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Vistec,,P93,,Unknown,provision.csv,Direct write systems,N108,32.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Wonik,,P263,,Unknown,provision.csv,Deposition tools,N36,1.5,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Wonik,,P263,,Unknown,provision.csv,Plasma CVD tools,N38,3.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Wonik,,P263,,Unknown,provision.csv,Low-pressure CVD tools,N39,1.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Wonik,,P263,,Unknown,provision.csv,Atomic layer deposition tools,N41,1.4,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Wonik,,P263,,Unknown,provision.csv,Tube-based diffusion and deposition tools,N44,1.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
Wonik,,P263,,Unknown,provision.csv,Chemical vapor deposition tools,N47,2.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
YEST,,P352,,Unknown,provision.csv,Burn-in test tools,N81,1.9,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
YIKC,,P353,,Unknown,provision.csv,Test tools,N120,1.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
YIKC,,P353,,Unknown,provision.csv,Memory test tools,N79,6.8,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 13, 2025."
YoungTek Electronics (YTEC),,P354,,Unknown,provision.csv,Assembly inspection tools,N70,3.6,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 28, 2025."
Zeiss,,P98,,Unknown,provision.csv,Photomask inspection and repair tools,N62,11.0,2024.0,"CSET analysis of TechInsights data (2024). Data used for analysis were published by TechInsights on May 5, 2025."
CHN,,P2,,Unknown,provision.csv,"Assembly, testing, and packaging (ATP)",S3,30.0,2022.0,
CHN,,P2,,Unknown,provision.csv,Fabrication,S2,24.0,2022.0,
CHN,,P2,,Unknown,provision.csv,Design,S1,6.0,2022.0,
CHN,,P2,,Unknown,provision.csv,Chip design,N0,5.0,2022.0,Worldwide semiconductor sales. [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
CHN,,P2,,Unknown,provision.csv,Memory chip design,N5,3.0,2022.0,Worldwide semiconductor sales for memory product [segment](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
CHN,,P2,,Unknown,provision.csv,DAO chip design,N13,9.0,2022.0,"Worldwide semiconductor sales for discrete, analog, sensor, and optoelectronic product [segments](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS)."
DEU,,P32,,Unknown,provision.csv,Crystal growing furnaces,N8,100.0,2022.0,"CSET analysis of TechInsights data (2022). Data used for analysis were published by TechInsights on May 5, 2025."
EUR,,P312,,Unknown,provision.csv,"Assembly, testing, and packaging (ATP)",S3,3.0,2022.0,
EUR,,P312,,Unknown,provision.csv,Fabrication,S2,8.0,2022.0,
EUR,,P312,,Unknown,provision.csv,Design,S1,10.0,2022.0,
EUR,,P312,,Unknown,provision.csv,Chip design,N0,9.0,2022.0,Worldwide semiconductor sales. [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
EUR,,P312,,Unknown,provision.csv,DAO chip design,N13,17.0,2022.0,"Worldwide semiconductor sales for discrete, analog, sensor, and optoelectronic product [segments](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS)."
JPN,,P7,,Unknown,provision.csv,"Assembly, testing, and packaging (ATP)",S3,6.0,2022.0,
JPN,,P7,,Unknown,provision.csv,Fabrication,S2,17.0,2022.0,
JPN,,P7,,Unknown,provision.csv,Design,S1,9.0,2022.0,
JPN,,P7,,Unknown,provision.csv,Chip design,N0,4.0,2022.0,Worldwide semiconductor sales. [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
JPN,,P7,,Unknown,provision.csv,Memory chip design,N5,7.0,2022.0,Worldwide semiconductor sales for memory product [segment](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
JPN,,P7,,Unknown,provision.csv,DAO chip design,N13,18.0,2022.0,"Worldwide semiconductor sales for discrete, analog, sensor, and optoelectronic product [segments](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS)."
KOR,,P4,,Unknown,provision.csv,"Assembly, testing, and packaging (ATP)",S3,9.0,2022.0,
KOR,,P4,,Unknown,provision.csv,Fabrication,S2,17.0,2022.0,
KOR,,P4,,Unknown,provision.csv,Design,S1,13.0,2022.0,
KOR,,P4,,Unknown,provision.csv,Chip design,N0,3.0,2022.0,Worldwide semiconductor sales. [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
KOR,,P4,,Unknown,provision.csv,Memory chip design,N5,60.0,2022.0,Worldwide semiconductor sales for memory product [segment](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
KOR,,P4,,Unknown,provision.csv,DAO chip design,N13,4.0,2022.0,"Worldwide semiconductor sales for discrete, analog, sensor, and optoelectronic product [segments](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS)."
PVA TePla,,P58,,Unknown,provision.csv,Crystal growing furnaces,N8,100.0,2022.0,"CSET analysis of TechInsights data (2022). Data used for analysis were published by TechInsights on May 5, 2025."
TWN,,P8,,Unknown,provision.csv,"Assembly, testing, and packaging (ATP)",S3,28.0,2022.0,
TWN,,P8,,Unknown,provision.csv,Fabrication,S2,18.0,2022.0,
TWN,,P8,,Unknown,provision.csv,Design,S1,8.0,2022.0,
TWN,,P8,,Unknown,provision.csv,Chip design,N0,11.0,2022.0,Worldwide semiconductor sales. [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
TWN,,P8,,Unknown,provision.csv,Memory chip design,N5,4.0,2022.0,Worldwide semiconductor sales for memory product [segment](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
TWN,,P8,,Unknown,provision.csv,DAO chip design,N13,5.0,2022.0,"Worldwide semiconductor sales for discrete, analog, sensor, and optoelectronic product [segments](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS)."
USA,,P1,,Unknown,provision.csv,"Assembly, testing, and packaging (ATP)",S3,3.0,2022.0,
USA,,P1,,Unknown,provision.csv,Fabrication,S2,10.0,2022.0,
USA,,P1,,Unknown,provision.csv,Design,S1,51.0,2022.0,
USA,,P1,,Unknown,provision.csv,Chip design,N0,65.0,2022.0,Worldwide semiconductor sales. [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
USA,,P1,,Unknown,provision.csv,Memory chip design,N5,25.0,2022.0,Worldwide semiconductor sales for memory product [segment](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
USA,,P1,,Unknown,provision.csv,DAO chip design,N13,41.0,2022.0,"Worldwide semiconductor sales for discrete, analog, sensor, and optoelectronic product [segments](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS)."
Various countries,,P5,,Unknown,provision.csv,"Assembly, testing, and packaging (ATP)",S3,20.0,2022.0,
Various countries,,P5,,Unknown,provision.csv,Fabrication,S2,7.0,2022.0,
Various countries,,P5,,Unknown,provision.csv,Design,S1,4.0,2022.0,
Various countries,,P5,,Unknown,provision.csv,Chip design,N0,4.0,2022.0,Worldwide semiconductor sales. [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
Various countries,,P5,,Unknown,provision.csv,Memory chip design,N5,1.0,2022.0,Worldwide semiconductor sales for memory product [segment](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS).
Various countries,,P5,,Unknown,provision.csv,DAO chip design,N13,6.0,2022.0,"Worldwide semiconductor sales for discrete, analog, sensor, and optoelectronic product [segments](https://perma.cc/UH5R-G63P). [World Semiconductor Trade Statistics (WSTS)](https://perma.cc/Y773-9T3A) and [Semiconductor Industry Association (SIA)](https://perma.cc/MPN9-W8YS)."
AKM,,P302,,Unknown,provision.csv,Substrates,N96,,2019.0,
AMD,,P10,,Unknown,provision.csv,Advanced CPUs,N1,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
AMD,,P10,,Unknown,provision.csv,FPGAs,N3,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
AMD,,P10,,Unknown,provision.csv,Discrete GPUs,N2,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
ARM,,P198,,Unknown,provision.csv,Core intellectual property,N85,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
ASM Pacific,,P145,,Unknown,provision.csv,Lead frames,N93,,2019.0,
Achronix,,P20,,Unknown,provision.csv,FPGAs,N3,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Achronix,,P20,,Unknown,provision.csv,Core intellectual property,N85,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Air Liquide,,P257,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
Air Products,,P256,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
Alent,,P286,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
Amkor,,P49,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
Anji,,P245,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Ansys,,P188,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Arcas-da,,P197,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Avantor,,P269,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
BASF,,P260,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
BASF,,P260,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
BASF,,P260,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
CHN,,P2,,Unknown,provision.csv,Discrete GPUs,N2,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
CHN,,P2,,Unknown,provision.csv,Advanced CPUs,N1,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
CHN,,P2,,Unknown,provision.csv,FPGAs,N3,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
CHN,,P2,,Unknown,provision.csv,AI ASICs,N4,,2019.0,
CHN,,P2,,Unknown,provision.csv,Electronic design automation software,N84,1.0,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
CHN,,P2,,Unknown,provision.csv,Core intellectual property,N85,2.0,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
CHN,,P2,,Unknown,provision.csv,Wafer,N26,4.0,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
CHN,,P2,,Unknown,provision.csv,Photomasks,N33,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
CHN,,P2,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
CHN,,P2,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
CHN,,P2,,Unknown,provision.csv,Deposition materials,N88,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
CHN,,P2,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
CHN,,P2,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
CHN,,P2,,Unknown,provision.csv,Lead frames,N93,,2019.0,
CHN,,P2,,Unknown,provision.csv,Bond wires,N94,,2019.0,
CHN,,P2,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
CHN,,P2,,Unknown,provision.csv,Substrates,N96,,2019.0,
CHN,,P2,,Unknown,provision.csv,Encapsulation resins,N97,,2019.0,
CHN,,P2,,Unknown,provision.csv,Die attach materials,N98,,2019.0,
CHN,,P2,,Unknown,provision.csv,Wafer inspection tools,N61,,2019.0,
CHN,,P2,,Unknown,provision.csv,Packaging materials,N100,,2019.0,
CMC,,P244,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Cadence,,P186,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Cadence,,P186,,Unknown,provision.csv,Core intellectual property,N85,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Cambricon,,P26,,Unknown,provision.csv,AI ASICs,N4,,2019.0,
Cerebras,,P23,,Unknown,provision.csv,AI ASICs,N4,,2019.0,
Ceva,,P201,,Unknown,provision.csv,Core intellectual property,N85,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
DEU,,P32,,Unknown,provision.csv,Wafer,N26,14.0,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
DEU,,P32,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
DEU,,P32,,Unknown,provision.csv,Deposition materials,N88,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
DEU,,P32,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
DEU,,P32,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
DEU,,P32,,Unknown,provision.csv,Bond wires,N94,,2019.0,
DEU,,P32,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
DEU,,P32,,Unknown,provision.csv,Encapsulation resins,N97,,2019.0,
DEU,,P32,,Unknown,provision.csv,Die attach materials,N98,,2019.0,
DEU,,P32,,Unknown,provision.csv,,N68,,2019.0,
DEU,,P32,,Unknown,provision.csv,Wafer inspection tools,N61,,2019.0,
DEU,,P32,,Unknown,provision.csv,Packaging materials,N100,,2019.0,
Dai Nippon,,P238,,Unknown,provision.csv,Photomasks,N33,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Darbond,,P305,,Unknown,provision.csv,Die attach materials,N98,,2019.0,
Dongjin,,P211,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Doublink,,P280,,Unknown,provision.csv,Bond wires,N94,,2019.0,
DuPont,,P222,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
DuPont,,P222,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
EMD Performance Materials,,P213,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Efinix,,P16,,Unknown,provision.csv,FPGAs,N3,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Entegris,,P255,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
FRA,,P132,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
FRA,,P132,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
FRA,,P132,,Unknown,provision.csv,Wafer inspection tools,N61,,2019.0,
Flex Logic,,P21,,Unknown,provision.csv,FPGAs,N3,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Fujifilm,,P209,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Fujifilm,,P209,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Fujimi,,P219,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
GBR,,P110,,Unknown,provision.csv,AI ASICs,N4,,2019.0,
GBR,,P110,,Unknown,provision.csv,Core intellectual property,N85,43.0,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
GBR,,P110,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
GBR,,P110,,Unknown,provision.csv,Electronic design automation software,N84,1.0,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
GBR,,P110,,Unknown,provision.csv,Packaging materials,N100,,2019.0,
GlobalFoundries,,P36,,Unknown,provision.csv,Photomasks,N33,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
GlobalWafers,,P226,,Unknown,provision.csv,Wafer,N26,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
Google,,P22,,Unknown,provision.csv,AI ASICs,N4,,2019.0,
Gowin,,P29,,Unknown,provision.csv,FPGAs,N3,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Graphcore,,P25,,Unknown,provision.csv,AI ASICs,N4,,2019.0,
Grikin,,P253,,Unknown,provision.csv,Deposition materials,N88,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Gritek,,P232,,Unknown,provision.csv,Wafer,N26,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
HHCK,,P304,,Unknown,provision.csv,Encapsulation resins,N97,,2019.0,
Haute Gas,,P265,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
Henkel,,P291,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
Henkel,,P291,,Unknown,provision.csv,Encapsulation resins,N97,,2019.0,
Henkel,,P291,,Unknown,provision.csv,Die attach materials,N98,,2019.0,
Heraeus,,P277,,Unknown,provision.csv,Bond wires,N94,,2019.0,
HiSilicon,,P17,,Unknown,provision.csv,AI ASICs,N4,,2019.0,
Hitachi,,P97,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Hitachi,,P97,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
Hitachi,,P97,,Unknown,provision.csv,Encapsulation resins,N97,,2019.0,
Hitachi,,P97,,Unknown,provision.csv,Die attach materials,N98,,2019.0,
Hitachi,,P97,,Unknown,provision.csv,,N68,,2019.0,
Honeywell,,P248,,Unknown,provision.csv,Deposition materials,N88,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Honeywell,,P248,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
Horizon Robotics,,P27,,Unknown,provision.csv,AI ASICs,N4,,2019.0,
Hoya Corporation,,P241,,Unknown,provision.csv,Photomasks,N33,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
